X Minutes,Y Counts,Oligo Length,Type
21.621,76.74603271,9,Standard
21.638,82.41226959,9,Standard
21.655,92.3045578,9,Standard
21.671,100.4221344,9,Standard
21.688,100.2361908,9,Standard
21.704,90.21170807,9,Standard
21.721,75.8729248,9,Standard
21.738,64.0798111,9,Standard
21.754,56.88491821,9,Standard
21.771,50.4865036,9,Standard
21.787,40.81362152,9,Standard
21.804,28.21088028,9,Standard
21.821,16.71870613,9,Standard
21.837,10.2048645,9,Standard
21.854,10.79695988,9,Standard
21.87,18.47983742,9,Standard
21.887,30.99576187,9,Standard
21.904,42.97254181,9,Standard
21.92,48.23068619,9,Standard
21.937,44.05859756,9,Standard
21.953,34.62696075,9,Standard
21.97,28.51909447,9,Standard
21.987,32.93527603,9,Standard
22.003,48.92824554,9,Standard
22.02,69.74750519,9,Standard
22.036,83.84869385,9,Standard
22.053,82.34613037,9,Standard
22.07,65.74137878,9,Standard
22.086,42.56300735,9,Standard
22.103,22.34243965,9,Standard
22.119,9.504303932,9,Standard
22.136,3.441026688,9,Standard
22.152,1.618445039,9,Standard
22.169,2.777657747,9,Standard
22.186,7.427670002,9,Standard
22.202,17.28515053,9,Standard
22.219,33.39044952,9,Standard
22.235,53.86429214,9,Standard
22.252,73.80606079,9,Standard
22.269,87.78967285,9,Standard
22.285,93.40301514,9,Standard
22.302,92.86367035,9,Standard
22.318,91.38929749,9,Standard
22.335,93.54446411,9,Standard
22.352,101.5300751,9,Standard
22.368,113.7419586,9,Standard
22.385,124.3435135,9,Standard
22.401,126.0012512,9,Standard
22.418,114.4887085,9,Standard
22.435,92.15474701,9,Standard
22.451,65.7293396,9,Standard
22.468,43.77767563,9,Standard
22.484,34.19304657,9,Standard
22.501,41.38472748,9,Standard
22.518,63.73426437,9,Standard
22.534,91.57132721,9,Standard
22.551,109.8827591,9,Standard
22.567,107.5924911,9,Standard
22.584,86.00702667,9,Standard
22.601,57.49734879,9,Standard
22.617,35.91440201,9,Standard
22.634,28.71891975,9,Standard
22.65,35.51321411,9,Standard
22.667,50.38879013,9,Standard
22.684,65.59339142,9,Standard
22.7,75.16429901,9,Standard
22.717,77.17053223,9,Standard
22.733,73.3239975,9,Standard
22.75,66.09966278,9,Standard
22.767,56.27192307,9,Standard
22.783,44.73766327,9,Standard
22.8,34.89196396,9,Standard
22.816,31.3374691,9,Standard
22.833,36.51238251,9,Standard
22.85,48.04397964,9,Standard
22.866,60.87841415,9,Standard
22.883,71.06838226,9,Standard
22.899,77.40136719,9,Standard
22.916,80.38445282,9,Standard
22.932,80.2376709,9,Standard
22.949,77.26448059,9,Standard
22.966,72.03322601,9,Standard
22.982,66.16155243,9,Standard
22.999,61.67500305,9,Standard
23.015,58.57751846,9,Standard
23.032,53.55780792,9,Standard
23.049,43.8337059,9,Standard
23.065,30.85258675,9,Standard
23.082,19.58119392,9,Standard
23.098,14.74234486,9,Standard
23.115,18.09459877,9,Standard
23.132,27.38656807,9,Standard
23.148,37.5997467,9,Standard
23.165,42.95859146,9,Standard
23.181,42.61188889,9,Standard
23.198,42.00322723,9,Standard
23.215,50.0311203,9,Standard
23.231,70.76115417,9,Standard
23.248,98.95721436,9,Standard
23.264,122.9072189,9,Standard
23.281,133.062973,9,Standard
23.298,127.5940247,9,Standard
23.314,111.4954681,9,Standard
23.331,91.44603729,9,Standard
23.347,73.34149933,9,Standard
23.364,60.77309418,9,Standard
23.381,53.33203125,9,Standard
23.397,46.84456635,9,Standard
23.414,37.90650558,9,Standard
23.43,26.91117096,9,Standard
23.447,18.51589966,9,Standard
23.464,17.94347954,9,Standard
23.48,28.8643856,9,Standard
23.497,50.71640015,9,Standard
23.513,77.70253754,9,Standard
23.53,99.84016418,9,Standard
23.547,109.1998901,9,Standard
23.563,104.8898392,9,Standard
23.58,91.63921356,9,Standard
23.596,73.96772766,9,Standard
23.613,54.22252274,9,Standard
23.629,34.78409958,9,Standard
23.646,18.8464756,9,Standard
23.663,8.789912224,9,Standard
23.679,5.145628929,9,Standard
23.696,8.666059494,9,Standard
23.712,22.75419617,9,Standard
23.729,53.14162445,9,Standard
23.746,102.1445236,9,Standard
23.762,160.5498505,9,Standard
23.779,206.9291229,9,Standard
23.795,219.2304535,9,Standard
23.812,191.4477692,9,Standard
23.829,138.5087585,9,Standard
23.845,84.98410797,9,Standard
23.862,49.75500488,9,Standard
23.878,39.11779022,9,Standard
23.895,48.7510376,9,Standard
23.912,67.73844147,9,Standard
23.928,82.78747559,9,Standard
23.945,84.85491943,9,Standard
23.961,75.01557922,9,Standard
23.978,62.74744415,9,Standard
23.995,56.69984436,9,Standard
24.011,56.76719666,9,Standard
24.028,55.97153854,9,Standard
24.044,48.69535065,9,Standard
24.061,36.88720703,9,Standard
24.078,28.05288887,9,Standard
24.094,28.41514206,9,Standard
24.111,38.83256531,9,Standard
24.127,54.70523453,9,Standard
24.144,69.47106934,9,Standard
24.161,78.32610321,9,Standard
24.177,80.36352539,9,Standard
24.194,76.99615479,9,Standard
24.21,71.27580261,9,Standard
24.227,66.55971527,9,Standard
24.244,63.7555809,9,Standard
24.26,61.16587067,9,Standard
24.277,58.45929337,9,Standard
24.293,60.6448288,9,Standard
24.31,73.80701447,9,Standard
24.326,97.20572662,9,Standard
24.343,120.1623688,9,Standard
24.36,128.3822021,9,Standard
24.376,115.1094589,9,Standard
24.393,85.71960449,9,Standard
24.409,53.02283096,9,Standard
24.426,27.60722923,9,Standard
24.443,13.99765015,9,Standard
24.459,11.73047733,9,Standard
24.476,19.15888786,9,Standard
24.492,34.48186111,9,Standard
24.509,53.78875732,9,Standard
24.526,71.88801575,9,Standard
24.542,84.15727234,9,Standard
24.559,91.59439087,9,Standard
24.575,100.3777847,9,Standard
24.592,116.5747528,9,Standard
24.609,138.6274261,9,Standard
24.625,155.0927429,9,Standard
24.642,152.4221344,9,Standard
24.658,126.7455978,9,Standard
24.675,89.01599884,9,Standard
24.692,56.3672905,9,Standard
24.708,40.5056839,9,Standard
24.725,41.34154892,9,Standard
24.741,50.53583908,9,Standard
24.758,58.64244461,9,Standard
24.775,61.06539917,9,Standard
24.791,59.83284378,9,Standard
24.808,57.38769531,9,Standard
24.824,54.46398926,9,Standard
24.841,51.52970505,9,Standard
24.858,51.91429138,9,Standard
24.874,58.59870529,9,Standard
24.891,70.27007294,9,Standard
24.907,82.07176971,9,Standard
24.924,91.81534576,9,Standard
24.941,102.1110458,9,Standard
24.957,113.9379883,9,Standard
24.974,122.6934662,9,Standard
24.99,122.1423264,9,Standard
25.007,112.6424408,9,Standard
25.023,101.870018,9,Standard
25.04,97.73288727,9,Standard
25.057,101.8632965,9,Standard
25.073,108.1056137,9,Standard
25.09,107.634613,9,Standard
25.106,95.02922821,9,Standard
25.123,73.27925873,9,Standard
25.14,51.38254166,9,Standard
25.156,38.46144104,9,Standard
25.173,36.83050919,9,Standard
25.189,41.17016983,9,Standard
25.206,43.23432541,9,Standard
25.223,38.03922653,9,Standard
25.239,27.32052803,9,Standard
25.256,16.32136726,9,Standard
25.272,9.642633438,9,Standard
25.289,9.341975212,9,Standard
25.306,15.33827686,9,Standard
25.322,25.74593544,9,Standard
25.339,36.26069641,9,Standard
25.355,42.57709885,9,Standard
25.372,43.70624924,9,Standard
25.389,43.50495911,9,Standard
25.405,46.17372513,9,Standard
25.422,50.79424286,9,Standard
25.438,51.73693085,9,Standard
25.455,44.82523346,9,Standard
25.472,32.26738358,9,Standard
25.488,20.18344688,9,Standard
25.505,15.21251106,9,Standard
25.521,21.68593788,9,Standard
25.538,41.35018158,9,Standard
25.555,70.62695313,9,Standard
25.571,98.20658875,9,Standard
25.588,109.7249527,9,Standard
25.604,98.20658875,9,Standard
25.621,70.41192627,9,Standard
25.638,40.44103241,9,Standard
25.654,18.77988625,9,Standard
25.671,7.590189457,9,Standard
25.687,4.718032837,9,Standard
25.704,8.108548164,9,Standard
25.72,17.67427254,9,Standard
25.737,33.73396683,9,Standard
25.754,53.48647308,9,Standard
25.77,71.22872925,9,Standard
25.787,80.45465851,9,Standard
25.803,78.98929596,9,Standard
25.82,72.06007385,9,Standard
25.837,70.47917938,9,Standard
25.853,82.83016205,9,Standard
25.87,107.2877808,9,Standard
25.886,130.6746521,9,Standard
25.903,137.3391876,9,Standard
25.92,121.2012482,9,Standard
25.936,89.27648926,9,Standard
25.953,56.16485214,9,Standard
25.969,33.86337662,9,Standard
25.986,26.94423485,9,Standard
26.003,33.24514771,9,Standard
26.019,47.53226089,9,Standard
26.036,64.87493896,9,Standard
26.052,82.73322296,9,Standard
26.069,99.72203827,9,Standard
26.086,112.4935455,9,Standard
26.102,115.9644394,9,Standard
26.119,107.1576843,9,Standard
26.135,88.11605835,9,Standard
26.152,65.91171265,9,Standard
26.169,50.2838974,9,Standard
26.185,50.51176071,9,Standard
26.202,71.47193146,9,Standard
26.218,110.6306,9,Standard
26.235,158.5381317,9,Standard
26.252,202.3849487,9,Standard
26.268,230.7550049,9,Standard
26.285,236.3577118,9,Standard
26.301,216.4636078,9,Standard
26.318,174.8619843,9,Standard
26.335,122.8318939,9,Standard
26.351,74.84283447,9,Standard
26.368,43.18313599,9,Standard
26.384,33.83233643,9,Standard
26.401,46.93419647,9,Standard
26.417,77.12580109,9,Standard
26.434,112.5854797,9,Standard
26.451,138.5196686,9,Standard
26.467,146.6139984,9,Standard
26.484,140.7941284,9,Standard
26.5,132.5476227,9,Standard
26.517,128.6512451,9,Standard
26.534,125.7066803,9,Standard
26.55,117.3660965,9,Standard
26.567,104.1697922,9,Standard
26.583,94.47103119,9,Standard
26.6,95.12141418,9,Standard
26.617,103.1565094,9,Standard
26.633,109.3343277,9,Standard
26.65,105.4651794,9,Standard
26.666,89.6305542,9,Standard
26.683,65.98161316,9,Standard
26.7,41.40862274,9,Standard
26.716,21.77661324,9,Standard
26.733,9.858459473,9,Standard
26.749,5.225524426,9,Standard
26.766,7.539646626,9,Standard
26.783,19.01403427,9,Standard
26.799,43.28329086,9,Standard
26.816,81.23299408,9,Standard
26.832,125.7389755,9,Standard
26.849,163.0992889,9,Standard
26.866,181.378067,9,Standard
26.882,177.5576019,9,Standard
26.899,156.0945892,9,Standard
26.915,123.4817581,9,Standard
26.932,86.40111542,9,Standard
26.949,52.54725266,9,Standard
26.965,28.31533051,9,Standard
26.982,17.34899521,9,Standard
26.998,20.88540077,9,Standard
27.015,38.26713181,9,Standard
27.032,65.23621368,9,Standard
27.048,91.61487579,9,Standard
27.065,105.3890762,9,Standard
27.081,103.1138153,9,Standard
27.098,94.33477783,9,Standard
27.114,93.04655457,9,Standard
27.131,104.0023422,9,Standard
27.148,118.8365936,9,Standard
27.164,125.6389008,9,Standard
27.181,119.8186569,9,Standard
27.197,105.7716751,9,Standard
27.214,91.67068481,9,Standard
27.231,82.19314575,9,Standard
27.247,77.50176239,9,Standard
27.264,74.98886108,9,Standard
27.28,71.29923248,9,Standard
27.297,64.49080658,9,Standard
27.314,55.52626801,9,Standard
27.33,48.46924591,9,Standard
27.347,48.08218384,9,Standard
27.363,54.88287735,9,Standard
27.38,64.94515228,9,Standard
27.397,73.37930298,9,Standard
27.413,76.31421661,9,Standard
27.43,72.34994507,9,Standard
27.446,63.52401733,9,Standard
27.463,55.30071259,9,Standard
27.48,52.7278595,9,Standard
27.496,55.75426483,9,Standard
27.513,59.83188629,9,Standard
27.529,61.65929031,9,Standard
27.546,62.31469727,9,Standard
27.563,64.17823029,9,Standard
27.579,67.05678558,9,Standard
27.596,68.16051483,9,Standard
27.612,65.02089691,9,Standard
27.629,56.52420425,9,Standard
27.646,43.34701157,9,Standard
27.662,28.65479088,9,Standard
27.679,16.33117104,9,Standard
27.695,9.502699852,9,Standard
27.712,9.320218086,9,Standard
27.729,15.55048561,9,Standard
27.745,25.96175957,9,Standard
27.762,35.96593094,9,Standard
27.778,40.40829086,9,Standard
27.795,37.090065,9,Standard
27.812,29.74303818,9,Standard
27.828,26.30187988,9,Standard
27.845,33.677742,9,Standard
27.861,54.25570297,9,Standard
27.878,83.54055023,9,Standard
27.894,112.5786209,9,Standard
27.911,132.9651489,9,Standard
27.928,141.8415375,9,Standard
27.944,140.5991821,9,Standard
27.961,133.5639648,9,Standard
27.977,127.3876114,9,Standard
27.994,131.4225159,9,Standard
28.011,152.1678772,9,Standard
28.027,183.775116,9,Standard
28.044,207.8556976,9,Standard
28.06,206.7585449,9,Standard
28.077,178.7275696,9,Standard
28.094,137.9226379,9,Standard
28.11,99.94523621,9,Standard
28.127,71.31502533,9,Standard
28.143,51.46161652,9,Standard
28.16,40.09220886,9,Standard
28.177,40.06952286,9,Standard
28.193,53.68885803,9,Standard
28.21,77.68203735,9,Standard
28.226,104.8242874,9,Standard
28.243,127.8017426,9,Standard
28.26,142.9092712,9,Standard
28.276,148.8899994,9,Standard
28.293,144.8267059,9,Standard
28.309,130.971756,9,Standard
28.326,112.2870941,9,Standard
28.343,97.23047638,9,Standard
28.359,90.79169464,9,Standard
28.376,89.79221344,9,Standard
28.392,86.11553955,9,Standard
28.409,75.08351898,9,Standard
28.426,59.74373245,9,Standard
28.442,49.56244278,9,Standard
28.459,55.28219604,9,Standard
28.475,81.97545624,9,Standard
28.492,124.0251007,9,Standard
28.509,164.4875793,9,Standard
28.525,183.4285889,9,Standard
28.542,170.2977448,9,Standard
28.558,132.6139984,9,Standard
28.575,90.02526093,9,Standard
28.591,61.45851898,9,Standard
28.608,55.36557007,9,Standard
28.625,68.71028137,9,Standard
28.641,92.17671204,9,Standard
28.658,116.0828934,9,Standard
28.674,133.4449158,9,Standard
28.691,141.2638245,9,Standard
28.714,139.7746887,9,Standard
28.737,131.0448456,9,Standard
28.76,117.7223129,9,Standard
28.783,103.7508698,9,Standard
28.806,94.22529602,9,Standard
28.823,92.98573303,9,Standard
28.84,100.8958588,9,Standard
28.856,114.9195557,9,Standard
28.873,129.2285461,9,Standard
28.889,138.3467712,9,Standard
28.906,142.4191284,9,Standard
28.923,148.2419281,9,Standard
28.939,163.8227844,9,Standard
28.962,191.8148804,9,Standard
28.985,226.2361145,9,Standard
29.002,254.3445129,9,Standard
29.019,269.3742981,9,Standard
29.035,279.704071,9,Standard
29.052,304.3368835,9,Standard
29.068,355.6826172,9,Standard
29.085,425.4138794,9,Standard
29.102,488.1941223,9,Standard
29.118,518.9631348,9,Standard
29.135,506.2765808,9,Standard
29.151,454.793457,9,Standard
29.168,380.6268311,9,Standard
29.185,305.307312,9,Standard
29.201,246.2595367,9,Standard
29.218,209.3058624,9,Standard
29.234,189.3842621,9,Standard
29.251,180.4423981,9,Standard
29.274,178.1874237,9,Standard
29.297,177.9200287,9,Standard
29.32,171.9786682,9,Standard
29.343,157.4283447,9,Standard
29.366,142.9535675,9,Standard
29.383,142.8240204,9,Standard
29.4,165.7325897,9,Standard
29.416,209.3986359,9,Standard
29.433,262.4486084,9,Standard
29.449,310.1049805,9,Standard
29.466,340.1877441,9,Standard
29.482,349.7225952,9,Standard
29.499,342.0950012,9,Standard
29.516,321.293457,9,Standard
29.532,288.9229126,9,Standard
29.555,250.6498108,9,Standard
29.578,219.6198883,9,Standard
29.595,209.1869202,9,Standard
29.612,221.7427368,9,Standard
29.628,246.6160431,9,Standard
29.651,270.5611267,9,Standard
29.674,289.7603149,9,Standard
29.697,311.5381775,9,Standard
29.721,342.7736816,9,Standard
29.749,378.4801636,9,Standard
29.777,403.1115417,9,Standard
29.8,402.3537292,9,Standard
29.823,375.2077637,9,Standard
29.846,207.4107208,9,Standard
29.869,222.8549194,9,Standard
29.892,0,9,Standard
29.915,614.7647705,9,Standard
29.932,247.7412262,9,Standard
29.948,0,9,Standard
29.971,632.4155273,9,Standard
29.995,210.7202454,9,Standard
0.05,0,13,Standard
0.066,0,13,Standard
0.083,1,13,Standard
0.1,0,13,Standard
0.116,0,13,Standard
0.133,0,13,Standard
0.149,0,13,Standard
0.166,0.269798,13,Standard
0.183,0.296596,13,Standard
0.199,0.304875,13,Standard
0.216,0.30085,13,Standard
0.232,0.301245,13,Standard
0.249,0.322249,13,Standard
0.266,0.361582,13,Standard
0.282,0.388874,13,Standard
0.299,0.368749,13,Standard
0.315,0.296596,13,Standard
0.332,0.206744,13,Standard
0.349,0.148235,13,Standard
0.365,0.156514,13,Standard
0.382,0.236976,13,Standard
0.398,0.362402,13,Standard
0.415,0.477615,13,Standard
0.432,0.524406,13,Standard
0.448,0.478436,13,Standard
0.465,0.36587,13,Standard
0.481,0.248724,13,Standard
0.498,0.188387,13,Standard
0.514,0.21833,13,Standard
0.531,0.330006,13,Standard
0.548,0.4731,13,Standard
0.564,0.57683,13,Standard
0.581,0.593681,13,Standard
0.597,0.530066,13,Standard
0.614,0.428208,13,Standard
0.631,0.324444,13,Standard
0.647,0.23534,13,Standard
0.664,0.17117,13,Standard
0.68,0.144478,13,Standard
0.697,0.156775,13,Standard
0.714,0.19172,13,Standard
0.73,0.223297,13,Standard
0.747,0.23832,13,Standard
0.763,0.241227,13,Standard
0.78,0.2375,13,Standard
0.797,0.219829,13,Standard
0.813,0.179972,13,Standard
0.83,0.124082,13,Standard
0.846,0.070095,13,Standard
0.863,0.032693,13,Standard
0.88,0.015216,13,Standard
0.896,0.015216,13,Standard
0.913,0.032693,13,Standard
0.929,0.069274,13,Standard
0.946,0.120614,13,Standard
0.963,0.169046,13,Standard
0.979,0.193065,13,Standard
0.996,0.186909,13,Standard
1.012,0.175981,13,Standard
1.029,0.202294,13,Standard
1.046,0.291035,13,Standard
1.062,0.4212,13,Standard
1.079,0.527875,13,Standard
1.095,0.544957,13,Standard
1.112,0.457885,13,Standard
1.129,0.31397,13,Standard
1.145,0.182169,13,Standard
1.162,0.107365,13,Standard
1.178,0.096237,13,Standard
1.195,0.128371,13,Standard
1.211,0.170686,13,Standard
1.228,0.191424,13,Standard
1.245,0.179972,13,Standard
1.261,0.152486,13,Standard
1.278,0.138549,13,Standard
1.294,0.153307,13,Standard
1.311,0.183441,13,Standard
1.328,0.203172,13,Standard
1.344,0.200918,13,Standard
1.361,0.189888,13,Standard
1.377,0.189888,13,Standard
1.394,0.200098,13,Standard
1.411,0.199703,13,Standard
1.427,0.171694,13,Standard
1.444,0.122254,13,Standard
1.46,0.072743,13,Standard
1.477,0.04362,13,Standard
1.494,0.04362,13,Standard
1.51,0.072743,13,Standard
1.527,0.121434,13,Standard
1.543,0.168225,13,Standard
1.56,0.187956,13,Standard
1.577,0.168225,13,Standard
1.593,0.120614,13,Standard
1.61,0.069274,13,Standard
1.626,0.031873,13,Standard
1.643,0.011747,13,Standard
1.66,0.003468,13,Standard
1.676,0.00082,13,Standard
1.693,0,13,Standard
1.709,0.035274,13,Standard
1.726,0.149139,13,Standard
1.743,0.505132,13,Standard
1.759,1.370527,13,Standard
1.776,2.978799,13,Standard
1.792,5.186391,13,Standard
1.809,7.233686,13,Standard
1.826,8.082105,13,Standard
1.842,7.233686,13,Standard
1.859,5.186391,13,Standard
1.875,2.978799,13,Standard
1.892,1.370527,13,Standard
1.909,0.505132,13,Standard
1.925,0.149139,13,Standard
1.942,0.035274,13,Standard
1.958,0,13,Standard
1.975,0,13,Standard
1.991,0,13,Standard
2.008,0,13,Standard
2.025,0,13,Standard
2.041,0.00082,13,Standard
2.058,0.003468,13,Standard
2.074,0.011747,13,Standard
2.091,0.031873,13,Standard
2.108,0.071735,13,Standard
2.124,0.131019,13,Standard
2.141,0.203467,13,Standard
2.157,0.283574,13,Standard
2.174,0.376869,13,Standard
2.191,0.485923,13,Standard
2.207,0.585697,13,Standard
2.224,0.627613,13,Standard
2.24,0.586518,13,Standard
2.257,0.489392,13,Standard
2.274,0.389436,13,Standard
2.29,0.318915,13,Standard
2.307,0.284489,13,Standard
2.323,0.290068,13,Standard
2.34,0.336982,13,Standard
2.357,0.43442,13,Standard
2.373,0.604,13,Standard
2.39,0.869702,13,Standard
2.406,1.214977,13,Standard
2.423,1.530161,13,Standard
2.44,1.653943,13,Standard
2.456,1.501757,13,Standard
2.473,1.145703,13,Standard
2.489,0.745619,13,Standard
2.506,0.640028,13,Standard
2.523,1.296028,13,Standard
2.556,3.901272,13,Standard
2.572,10.83924,13,Standard
2.589,25.03593,13,Standard
2.606,47.28047,13,Standard
2.622,73.86745,13,Standard
2.639,98.12068,13,Standard
2.655,116.6768,13,Standard
2.672,132.4745,13,Standard
2.688,149.9801,13,Standard
2.705,166.8763,13,Standard
2.722,174.3669,13,Standard
2.738,165.694,13,Standard
2.755,141.8475,13,Standard
2.771,109.2074,13,Standard
2.788,75.0297,13,Standard
2.805,45.13643,13,Standard
2.821,23.19232,13,Standard
2.838,9.916202,13,Standard
2.854,4.049998,13,Standard
2.871,3.445999,13,Standard
2.888,8.602423,13,Standard
2.904,22.71502,13,Standard
2.921,49.37042,13,Standard
2.937,85.95889,13,Standard
2.954,119.8906,13,Standard
2.971,133.9523,13,Standard
2.987,119.8906,13,Standard
3.004,85.95889,13,Standard
3.02,49.37042,13,Standard
3.037,22.71502,13,Standard
3.054,8.372016,13,Standard
3.07,2.471822,13,Standard
3.087,0.584622,13,Standard
3.103,0,13,Standard
3.12,0,13,Standard
3.137,0,13,Standard
3.153,0,13,Standard
3.17,0,13,Standard
3.186,0,13,Standard
3.203,0,13,Standard
3.22,0,13,Standard
3.236,0,13,Standard
3.253,0,13,Standard
3.269,0,13,Standard
3.286,0,13,Standard
3.303,0,13,Standard
3.319,0,13,Standard
3.336,0,13,Standard
3.352,0,13,Standard
3.369,0,13,Standard
3.385,0,13,Standard
3.402,0,13,Standard
3.419,0,13,Standard
3.435,0,13,Standard
3.452,0,13,Standard
3.468,0,13,Standard
3.485,0,13,Standard
3.502,0,13,Standard
3.518,0,13,Standard
3.535,0,13,Standard
3.551,0,13,Standard
3.568,0,13,Standard
3.585,0,13,Standard
3.601,0,13,Standard
3.618,0,13,Standard
3.634,0,13,Standard
3.651,0,13,Standard
3.668,0,13,Standard
3.684,0,13,Standard
3.701,0,13,Standard
3.717,0,13,Standard
3.734,0,13,Standard
3.751,0,13,Standard
3.767,0,13,Standard
3.784,0,13,Standard
3.8,0,13,Standard
3.817,0,13,Standard
3.834,0,13,Standard
3.85,0,13,Standard
3.867,0,13,Standard
3.883,0,13,Standard
3.9,0.225857,13,Standard
3.917,0.954938,13,Standard
3.933,3.234357,13,Standard
3.95,8.775484,13,Standard
3.966,19.07325,13,Standard
3.983,33.20845,13,Standard
4,46.31728,13,Standard
4.016,51.74971,13,Standard
4.033,46.31728,13,Standard
4.049,33.20845,13,Standard
4.066,19.07325,13,Standard
4.082,8.775484,13,Standard
4.099,3.234357,13,Standard
4.116,0.954938,13,Standard
4.132,0.225857,13,Standard
4.149,0,13,Standard
4.165,0,13,Standard
4.182,0,13,Standard
4.199,0,13,Standard
4.215,0,13,Standard
4.232,0,13,Standard
4.248,0,13,Standard
4.265,0,13,Standard
4.282,0,13,Standard
4.298,0,13,Standard
4.315,0,13,Standard
4.331,0,13,Standard
4.348,0,13,Standard
4.365,0,13,Standard
4.381,0,13,Standard
4.398,0,13,Standard
4.414,0.166558,13,Standard
4.431,0.872763,13,Standard
4.448,3.097793,13,Standard
4.464,9.055675,13,Standard
4.481,21.33542,13,Standard
4.497,41.16556,13,Standard
4.514,65.56583,13,Standard
4.531,87.13161,13,Standard
4.547,97.85484,13,Standard
4.564,94.21342,13,Standard
4.58,78.68853,13,Standard
4.597,58.25257,13,Standard
4.614,40.97938,13,Standard
4.63,32.66135,13,Standard
4.647,33.86465,13,Standard
4.663,39.37374,13,Standard
4.68,41.79545,13,Standard
4.697,36.93305,13,Standard
4.713,26.35787,13,Standard
4.73,15.33407,13,Standard
4.746,7.791546,13,Standard
4.763,5.366005,13,Standard
4.779,8.351848,13,Standard
4.796,16.68439,13,Standard
4.813,28.73709,13,Standard
4.829,40.08087,13,Standard
4.846,44.78184,13,Standard
4.862,40.08087,13,Standard
4.879,28.73709,13,Standard
4.896,16.50512,13,Standard
4.912,7.762374,13,Standard
4.929,3.511167,13,Standard
4.945,3.419446,13,Standard
4.962,7.504511,13,Standard
4.979,16.81231,13,Standard
4.995,31.78511,13,Standard
5.012,49.7944,13,Standard
5.028,65.14509,13,Standard
5.045,71.57113,13,Standard
5.062,66.13531,13,Standard
5.078,51.2494,13,Standard
5.095,33.68806,13,Standard
5.111,20.1869,13,Standard
5.128,16.29136,13,Standard
5.145,25.99137,13,Standard
5.161,51.26956,13,Standard
5.178,88.11703,13,Standard
5.194,122.8369,13,Standard
5.211,137.8289,13,Standard
5.228,125.3412,13,Standard
5.244,95.24123,13,Standard
5.261,66.38287,13,Standard
5.277,50.88041,13,Standard
5.294,47.11924,13,Standard
5.311,45.60527,13,Standard
5.327,39.37928,13,Standard
5.344,28.60083,13,Standard
5.36,19.12147,13,Standard
5.377,16.10869,13,Standard
5.394,22.04107,13,Standard
5.41,35.01438,13,Standard
5.427,49.71495,13,Standard
5.443,60.4011,13,Standard
5.46,65.28168,13,Standard
5.476,67.34541,13,Standard
5.493,70.04826,13,Standard
5.51,73.18941,13,Standard
5.526,73.93124,13,Standard
5.543,69.85367,13,Standard
5.559,60.1482,13,Standard
5.576,45.78463,13,Standard
5.593,29.93451,13,Standard
5.609,16.33899,13,Standard
5.626,7.315517,13,Standard
5.642,2.617521,13,Standard
5.659,0.772818,13,Standard
5.676,0.182783,13,Standard
5.692,0,13,Standard
5.709,0.202935,13,Standard
5.725,0.858022,13,Standard
5.742,2.906106,13,Standard
5.759,7.884871,13,Standard
5.775,17.13753,13,Standard
5.792,29.83817,13,Standard
5.808,41.6166,13,Standard
5.825,46.49769,13,Standard
5.842,41.6166,13,Standard
5.858,29.83817,13,Standard
5.875,17.13753,13,Standard
5.891,8.329401,13,Standard
5.908,4.78561,13,Standard
5.925,7.458448,13,Standard
5.941,18.46663,13,Standard
5.958,41.17573,13,Standard
5.974,75.88367,13,Standard
5.991,115.9431,13,Standard
6.008,150.5153,13,Standard
6.024,171.9157,13,Standard
6.041,179.9707,13,Standard
6.057,177.5281,13,Standard
6.074,164.179,13,Standard
6.091,137.6929,13,Standard
6.107,100.7067,13,Standard
6.124,62.32622,13,Standard
6.14,32.1396,13,Standard
6.157,14.5217,13,Standard
6.173,8.239207,13,Standard
6.19,11.66543,13,Standard
6.207,24.12051,13,Standard
6.223,44.46169,13,Standard
6.24,67.03031,13,Standard
6.256,81.89045,13,Standard
6.273,81.11316,13,Standard
6.29,65.15466,13,Standard
6.306,42.43918,13,Standard
6.323,22.40789,13,Standard
6.339,9.584753,13,Standard
6.356,3.496305,13,Standard
6.373,1.680622,13,Standard
6.389,2.716672,13,Standard
6.406,6.905454,13,Standard
6.422,15.00879,13,Standard
6.439,26.13183,13,Standard
6.456,36.4472,13,Standard
6.472,40.72199,13,Standard
6.489,36.4472,13,Standard
6.505,26.13183,13,Standard
6.522,15.00879,13,Standard
6.539,6.905454,13,Standard
6.555,2.545125,13,Standard
6.572,0.751443,13,Standard
6.588,0.177727,13,Standard
6.605,0,13,Standard
6.622,0,13,Standard
6.638,0.175923,13,Standard
6.655,1.155378,13,Standard
6.671,4.259405,13,Standard
6.688,12.7291,13,Standard
6.705,30.84738,13,Standard
6.721,60.79968,13,Standard
6.738,97.34023,13,Standard
6.754,127.2481,13,Standard
6.771,137.2654,13,Standard
6.788,125.2388,13,Standard
6.804,101.4368,13,Standard
6.821,77.94789,13,Standard
6.837,59.13111,13,Standard
6.854,43.22976,13,Standard
6.871,28.97869,13,Standard
6.887,18.75553,13,Standard
6.904,16.26469,13,Standard
6.92,23.38295,13,Standard
6.937,38.61581,13,Standard
6.953,57.4884,13,Standard
6.97,74.01942,13,Standard
6.987,84.79147,13,Standard
7.003,89.78856,13,Standard
7.02,90.77583,13,Standard
7.036,88.71274,13,Standard
7.053,82.89447,13,Standard
