X Minutes,Y Counts,Oligo Length,Type
27.197,77.56487,13,Standard
27.214,97.88673,13,Standard
27.231,112.2949,13,Standard
27.247,119.3424,13,Standard
27.264,119.4901,13,Standard
27.28,116.5025,13,Standard
27.297,116.4781,13,Standard
27.314,124.6619,13,Standard
27.33,141.1609,13,Standard
27.347,159.0868,13,Standard
27.363,166.946,13,Standard
27.38,157.6667,13,Standard
27.397,135.204,13,Standard
27.413,112.2769,13,Standard
27.43,99.67812,13,Standard
27.446,101.1855,13,Standard
27.463,115.0963,13,Standard
27.48,135.8585,13,Standard
27.496,159.1868,13,Standard
27.513,184.7209,13,Standard
27.529,214.6387,13,Standard
27.546,247.969,13,Standard
27.563,275.5266,13,Standard
27.579,282.978,13,Standard
27.596,262.7841,13,Standard
27.612,227.8173,13,Standard
27.629,207.0812,13,Standard
27.646,224.3196,13,Standard
27.662,274.5322,13,Standard
27.679,321.6202,13,Standard
27.695,324.7028,13,Standard
27.712,271.6413,13,Standard
27.729,189.4618,13,Standard
27.745,119.1442,13,Standard
27.762,86.56502,13,Standard
27.778,92.50449,13,Standard
27.795,120.3043,13,Standard
27.812,151.8621,13,Standard
27.828,180.2091,13,Standard
27.845,209.657,13,Standard
27.861,243.1116,13,Standard
27.878,271.6885,13,Standard
27.894,278.1213,13,Standard
27.911,253.6444,13,Standard
27.928,210.1027,13,Standard
27.944,171.5462,13,Standard
27.961,153.4639,13,Standard
27.977,150.03,13,Standard
27.994,143.5275,13,Standard
28.011,122.1763,13,Standard
28.027,88.31472,13,Standard
28.044,54.08098,13,Standard
28.06,30.33496,13,Standard
28.077,22.46997,13,Standard
28.094,32.26371,13,Standard
28.11,58.87376,13,Standard
28.127,97.32467,13,Standard
28.143,137.1412,13,Standard
28.16,166.7577,13,Standard
28.177,180.129,13,Standard
28.193,178.9049,13,Standard
28.21,167.2016,13,Standard
28.226,148.0453,13,Standard
28.243,124.6162,13,Standard
28.26,101.6299,13,Standard
28.276,83.97317,13,Standard
28.293,75.24468,13,Standard
28.309,77.16111,13,Standard
28.326,87.48615,13,Standard
28.343,98.98748,13,Standard
28.359,106.6457,13,Standard
28.376,115.3232,13,Standard
28.392,137.3146,13,Standard
28.409,178.142,13,Standard
28.426,226.3555,13,Standard
28.442,260.219,13,Standard
28.459,266.9185,13,Standard
28.475,250.301,13,Standard
28.492,221.7115,13,Standard
28.509,189.1794,13,Standard
28.525,159.1894,13,Standard
28.542,140.5655,13,Standard
28.558,139.328,13,Standard
28.575,152.0687,13,Standard
28.591,170.1349,13,Standard
28.608,190.9154,13,Standard
28.625,221.4311,13,Standard
28.641,267.4044,13,Standard
28.658,319.7425,13,Standard
28.674,353.2162,13,Standard
28.691,344.6977,13,Standard
28.714,292.6486,13,Standard
28.737,222.1571,13,Standard
28.76,166.4681,13,Standard
28.783,143.461,13,Standard
28.806,148.2701,13,Standard
28.823,163.1758,13,Standard
28.84,173.4756,13,Standard
28.856,174.8965,13,Standard
28.873,170.7319,13,Standard
28.889,163.4204,13,Standard
28.906,153.175,13,Standard
28.923,140.8848,13,Standard
28.939,129.005,13,Standard
28.962,119.5666,13,Standard
28.985,111.7197,13,Standard
29.002,103.8832,13,Standard
29.019,95.76488,13,Standard
29.035,88.81796,13,Standard
29.052,84.22084,13,Standard
29.068,80.77862,13,Standard
29.085,75.92989,13,Standard
29.102,66.70635,13,Standard
29.118,53.00209,13,Standard
29.135,38.77485,13,Standard
29.151,32.27985,13,Standard
29.168,41.19654,13,Standard
29.185,68.01864,13,Standard
29.201,105.7554,13,Standard
29.218,137.5792,13,Standard
29.234,146.8366,13,Standard
29.251,130.1898,13,Standard
29.274,100.527,13,Standard
29.297,75.66724,13,Standard
29.32,64.59745,13,Standard
29.343,67.27428,13,Standard
29.366,83.38091,13,Standard
29.383,115.7891,13,Standard
29.4,163.2894,13,Standard
29.416,213.7298,13,Standard
29.433,251.0417,13,Standard
29.449,272.1789,13,Standard
29.466,291.8895,13,Standard
29.482,326.1263,13,Standard
29.499,372.8211,13,Standard
29.516,412.1389,13,Standard
29.532,426.4454,13,Standard
29.555,417.5873,13,Standard
29.578,402.7403,13,Standard
29.595,393.1667,13,Standard
29.612,379.4326,13,Standard
29.628,342.8656,13,Standard
29.651,279.3016,13,Standard
29.674,207.8729,13,Standard
29.697,156.2973,13,Standard
29.721,139.7175,13,Standard
29.749,153.1718,13,Standard
29.777,178.9447,13,Standard
29.8,202.7391,13,Standard
29.823,222.3761,13,Standard
29.846,211.1664,13,Standard
29.869,0,13,Standard
29.892,205.6452,13,Standard
29.915,928.9667,13,Standard
29.932,311.1308,13,Standard
29.948,662.3477,13,Standard
29.971,219.2363,13,Standard
29.995,229.6544,13,Standard
0.044,0,7,Modified
0.06,1,7,Modified
0.077,0,7,Modified
0.093,0,7,Modified
0.11,0,7,Modified
0.127,1,7,Modified
0.143,1,7,Modified
0.16,0.633570075,7,Modified
0.176,0.600722075,7,Modified
0.193,0.545546114,7,Modified
0.21,0.492964864,7,Modified
0.226,0.457625419,7,Modified
0.243,0.447712392,7,Modified
0.259,0.460829735,7,Modified
0.276,0.481643111,7,Modified
0.293,0.493489683,7,Modified
0.309,0.495583385,7,Modified
0.326,0.497411102,7,Modified
0.342,0.502588928,7,Modified
0.359,0.504416645,7,Modified
0.376,0.505689979,7,Modified
0.392,0.514888525,7,Modified
0.409,0.527423024,7,Modified
0.425,0.520414889,7,Modified
0.442,0.472279847,7,Modified
0.458,0.382132739,7,Modified
0.475,0.270192713,7,Modified
0.492,0.164233714,7,Modified
0.508,0.085310318,7,Modified
0.525,0.040450063,7,Modified
0.541,0.027783157,7,Modified
0.558,0.047908638,7,Modified
0.575,0.105435796,7,Modified
0.591,0.201635391,7,Modified
0.608,0.32235235,7,Modified
0.624,0.432392269,7,Modified
0.641,0.500289381,7,Modified
0.658,0.52080971,7,Modified
0.674,0.516392887,7,Modified
0.691,0.514701426,7,Modified
0.707,0.518025994,7,Modified
0.724,0.519138038,7,Modified
0.741,0.531975508,7,Modified
0.757,0.600167096,7,Modified
0.774,0.745085895,7,Modified
0.79,0.905692041,7,Modified
0.807,0.9640944,7,Modified
0.824,0.851531327,7,Modified
0.84,0.616456568,7,Modified
0.857,0.379065067,7,Modified
0.873,0.232106388,7,Modified
0.89,0.191097215,7,Modified
0.907,0.219080374,7,Modified
0.923,0.268268615,7,Modified
0.94,0.313974112,7,Modified
0.956,0.361161798,7,Modified
0.973,0.426210314,7,Modified
0.99,0.530206025,7,Modified
1.006,0.678042471,7,Modified
1.023,0.851925373,7,Modified
1.039,1.01056695,7,Modified
1.056,1.11044836,7,Modified
1.073,1.123353839,7,Modified
1.089,1.072672248,7,Modified
1.106,1.034984708,7,Modified
1.122,1.103345037,7,Modified
1.139,1.306765199,7,Modified
1.156,1.54665482,7,Modified
1.172,1.646064878,7,Modified
1.189,1.495839596,7,Modified
1.205,1.155287504,7,Modified
1.222,0.787411749,7,Modified
1.239,0.524354219,7,Modified
1.255,0.404479861,7,Modified
1.272,0.385860234,7,Modified
1.288,0.394616425,7,Modified
1.305,0.368748724,7,Modified
1.322,0.29659602,7,Modified
1.338,0.208385006,7,Modified
1.355,0.155992478,7,Modified
1.371,0.183477193,7,Modified
1.388,0.312469155,7,Modified
1.405,0.532823622,7,Modified
1.421,0.788117111,7,Modified
1.438,0.981470704,7,Modified
1.454,1.020931959,7,Modified
1.471,0.882519841,7,Modified
1.487,0.631213605,7,Modified
1.504,0.372056931,7,Modified
1.521,0.180108175,7,Modified
1.537,0.071403131,7,Modified
1.554,0.022972617,7,Modified
1.57,0.005929298,7,Modified
1.587,0.000820315,7,Modified
1.604,0,7,Modified
1.62,0,7,Modified
1.637,0,7,Modified
1.653,0.001640631,7,Modified
1.67,0.008577336,7,Modified
1.687,0.030431194,7,Modified
1.703,0.087239943,7,Modified
1.72,0.203114569,7,Modified
1.736,0.384064972,7,Modified
1.753,0.593713939,7,Modified
1.77,0.760270953,7,Modified
1.786,0.830365717,7,Modified
1.803,0.818122804,7,Modified
1.819,0.793256938,7,Modified
1.836,0.812109053,7,Modified
1.853,0.870808899,7,Modified
1.869,0.916678846,7,Modified
1.886,0.891097188,7,Modified
1.902,0.767538607,7,Modified
1.919,0.569958627,7,Modified
1.936,0.358410537,7,Modified
1.952,0.189925805,7,Modified
1.969,0.091528609,7,Modified
1.985,0.076882504,7,Modified
2.002,0.149866819,7,Modified
2.019,0.368946522,7,Modified
2.035,0.838372827,7,Modified
2.052,1.646186709,7,Modified
2.068,2.712861061,7,Modified
2.085,3.68767786,7,Modified
2.102,4.096848488,7,Modified
2.118,3.724747181,7,Modified
2.135,2.823694944,7,Modified
2.151,1.897629976,7,Modified
2.168,1.301361203,7,Modified
2.185,1.063510418,7,Modified
2.201,1.001753211,7,Modified
2.218,0.933450758,7,Modified
2.234,0.793515086,7,Modified
2.251,0.638679385,7,Modified
2.268,0.527554154,7,Modified
2.284,0.472839385,7,Modified
2.301,0.430757165,7,Modified
2.317,0.357595414,7,Modified
2.334,0.257263392,7,Modified
2.351,0.172062159,7,Modified
2.367,0.136488214,7,Modified
2.384,0.155855477,7,Modified
2.4,0.207855001,7,Modified
2.417,0.262339294,7,Modified
2.433,0.300586253,7,Modified
2.45,0.32235235,7,Modified
2.467,0.333441436,7,Modified
2.483,0.344206214,7,Modified
2.5,0.364331692,7,Modified
2.516,0.787387371,7,Modified
2.533,2.083229303,7,Modified
2.566,6.027130604,7,Modified
2.583,15.52953434,7,Modified
2.599,33.14698029,7,Modified
2.616,57.32250214,7,Modified
2.633,79.73937988,7,Modified
2.649,88.99767303,7,Modified
2.666,79.62085724,7,Modified
2.682,57.07646179,7,Modified
2.711,32.95680618,7,Modified
2.734,15.83064365,7,Modified
2.757,8.097754478,7,Modified
2.78,8.53110218,7,Modified
2.796,15.36338615,7,Modified
2.813,26.07341957,7,Modified
2.836,36.3657341,7,Modified
2.859,40.83662033,7,Modified
2.876,37.23524475,7,Modified
2.892,29.0184269,7,Modified
2.909,22.96566772,7,Modified
2.926,24.25695801,7,Modified
2.942,32.77703476,7,Modified
2.965,42.92346191,7,Modified
2.982,47.29746246,7,Modified
2.998,42.17369843,7,Modified
3.015,30.43038368,7,Modified
3.032,18.18205452,7,Modified
3.048,10.75119686,7,Modified
3.065,10.43556786,7,Modified
3.081,17.15001297,7,Modified
3.098,28.72572899,7,Modified
3.115,40.27140808,7,Modified
3.131,46.66522217,7,Modified
3.148,46.29894638,7,Modified
3.164,43.04634857,7,Modified
3.181,41.87528992,7,Modified
3.198,43.18872452,7,Modified
3.214,42.64587402,7,Modified
3.231,36.51327896,7,Modified
3.247,25.78757095,7,Modified
3.264,14.70034313,7,Modified
3.281,6.763537407,7,Modified
3.297,2.492818594,7,Modified
3.314,0.736000121,7,Modified
3.33,0.174074635,7,Modified
3.347,0,7,Modified
3.364,0,7,Modified
3.38,0,7,Modified
3.397,0,7,Modified
3.413,0,7,Modified
3.43,0,7,Modified
3.447,0,7,Modified
3.463,0,7,Modified
3.48,0,7,Modified
3.496,0,7,Modified
3.513,0,7,Modified
3.529,0.248910025,7,Modified
3.546,1.29161644,7,Modified
3.563,4.575875282,7,Modified
3.579,13.0967474,7,Modified
3.596,30.31428146,7,Modified
3.612,56.79874802,7,Modified
3.629,86.21634674,7,Modified
3.646,106.0869522,7,Modified
3.669,105.8535614,7,Modified
3.692,85.65316772,7,Modified
3.72,56.19147873,7,Modified
3.748,29.87187386,7,Modified
3.776,12.85869217,7,Modified
3.799,4.477948189,7,Modified
3.816,1.260293961,7,Modified
3.832,0.23920688,7,Modified
3.849,0,7,Modified
3.866,0,7,Modified
3.882,0,7,Modified
3.899,0,7,Modified
3.915,0,7,Modified
3.932,0,7,Modified
3.949,0,7,Modified
3.965,0,7,Modified
3.982,0,7,Modified
3.998,0,7,Modified
4.015,0,7,Modified
4.038,0,7,Modified
4.061,0,7,Modified
4.084,0,7,Modified
4.107,0,7,Modified
4.13,0,7,Modified
4.147,0,7,Modified
4.164,0,7,Modified
4.18,0,7,Modified
4.197,0,7,Modified
4.213,0.19366765,7,Modified
4.23,0.818840802,7,Modified
4.247,2.773398638,7,Modified
4.263,7.524808884,7,Modified
4.28,16.35494423,7,Modified
4.296,28.9016819,7,Modified
4.313,41.72026443,7,Modified
4.329,51.33261108,7,Modified
4.346,59.17258453,7,Modified
4.363,72.32974243,7,Modified
4.379,96.34986115,7,Modified
4.396,125.6936722,7,Modified
4.419,145.5169678,7,Modified
4.436,144.5692444,7,Modified
4.452,127.5248184,7,Modified
4.469,110.0183792,7,Modified
4.485,105.7752075,7,Modified
4.502,117.4410019,7,Modified
4.519,139.6652069,7,Modified
4.535,163.5089569,7,Modified
4.552,177.2624664,7,Modified
4.568,169.870697,7,Modified
4.585,138.6807709,7,Modified
4.602,94.08198547,7,Modified
4.618,52.5412941,7,Modified
4.635,24.7251358,7,Modified
4.651,12.69260693,7,Modified
4.668,13.68051529,7,Modified
4.685,24.94082832,7,Modified
4.701,42.40544128,7,Modified
4.718,59.14472198,7,Modified
4.734,66.08163452,7,Modified
4.751,59.14472198,7,Modified
4.767,42.40544128,7,Modified
4.784,24.35552979,7,Modified
4.801,11.38547802,7,Modified
4.817,5.085981846,7,Modified
4.834,4.799106121,7,Modified
4.85,11.04922676,7,Modified
4.867,26.26789856,7,Modified
4.884,53.03482056,7,Modified
4.9,89.23961639,7,Modified
4.917,126.2874146,7,Modified
4.933,151.3720856,7,Modified
4.95,155.1253052,7,Modified
4.967,137.9719696,7,Modified
4.983,110.1363602,7,Modified
5,84.17379761,7,Modified
5.016,66.12378693,7,Modified
5.033,53.48864365,7,Modified
5.05,41.12692642,7,Modified
5.066,27.65252876,7,Modified
5.083,15.46497631,7,Modified
5.099,7.013699532,7,Modified
5.116,2.585020304,7,Modified
5.133,0.763222516,7,Modified
5.149,0.180513114,7,Modified
5.166,0,7,Modified
5.182,0,7,Modified
5.199,0.167262286,7,Modified
5.216,0.966633856,7,Modified
5.232,3.492180586,7,Modified
5.249,10.39993477,7,Modified
5.265,24.99104691,7,Modified
5.282,49.16360092,7,Modified
5.299,79.66796112,7,Modified
5.315,107.2224731,7,Modified
5.332,121.0707474,7,Modified
5.348,115.9093323,7,Modified
5.365,94.853508,7,Modified
5.382,66.52037811,7,Modified
5.398,40.00508118,7,Modified
5.415,20.97868538,7,Modified
5.431,11.4037056,7,Modified
5.448,11.09769535,7,Modified
5.471,19.08836746,7,Modified
5.499,33.8491745,7,Modified
5.522,51.82643509,7,Modified
5.545,68.50007629,7,Modified
5.568,79.75636292,7,Modified
5.591,82.91247559,7,Modified
5.615,76.36734009,7,Modified
5.631,60.86508942,7,Modified
5.648,40.87996292,7,Modified
5.664,22.66479874,7,Modified
5.681,10.23527622,7,Modified
5.698,3.697272539,7,Modified
5.714,1.091612935,7,Modified
5.731,0.461166292,7,Modified
5.747,0.858231425,7,Modified
5.764,3.10588932,7,Modified
5.78,8.905235291,7,Modified
5.797,20.73980331,7,Modified
5.814,40.28252792,7,Modified
5.83,66.02926636,7,Modified
5.847,93.15682983,7,Modified
5.863,115.0906525,7,Modified
5.88,126.1620178,7,Modified
5.897,123.6365356,7,Modified
5.913,108.5136948,7,Modified
5.93,84.93488312,7,Modified
5.946,58.63034821,7,Modified
5.963,35.09533691,7,Modified
5.98,17.83162117,7,Modified
5.996,7.598815441,7,Modified
6.013,2.628624678,7,Modified
6.029,0.723915398,7,Modified
6.046,0.171216413,7,Modified
6.063,0,7,Modified
6.079,0,7,Modified
6.096,0.236675397,7,Modified
6.112,1.000680685,7,Modified
6.129,3.389286518,7,Modified
6.146,9.535152435,7,Modified
6.162,21.4215126,7,Modified
6.179,39.65824509,7,Modified
6.195,61.71958923,7,Modified
6.212,82.88283539,7,Modified
6.229,98.59855652,7,Modified
6.245,105.1128998,7,Modified
6.262,100.2044067,7,Modified
6.278,85.48809052,7,Modified
6.295,67.8600769,7,Modified
6.312,55.04165268,7,Modified
6.328,48.82828522,7,Modified
6.345,44.60695648,7,Modified
6.361,37.81259155,7,Modified
6.378,29.16212273,7,Modified
6.395,24.41418839,7,Modified
6.411,29.91089821,7,Modified
6.428,46.98675537,7,Modified
6.444,71.99729156,7,Modified
6.461,97.87575531,7,Modified
6.478,119.7458191,7,Modified
6.494,137.1621399,7,Modified
6.511,149.6918335,7,Modified
6.527,152.7563629,7,Modified
6.544,140.5304413,7,Modified
6.561,113.0866928,7,Modified
6.577,78.18530273,7,Modified
6.594,45.91071701,7,Modified
6.61,22.70982552,7,Modified
6.627,9.624222755,7,Modified
6.644,4.169111729,7,Modified
6.66,4.047154903,7,Modified
6.677,9.203912735,7,Modified
6.693,20.09627342,7,Modified
6.71,36.72517776,7,Modified
6.726,55.93106842,7,Modified
6.743,72.72563934,7,Modified
6.76,82.91069031,7,Modified
6.776,84.29863739,7,Modified
6.793,76.18537903,7,Modified
6.809,59.90594864,7,Modified
6.826,40.11709976,7,Modified
6.843,22.93761253,7,Modified
6.859,13.04180431,7,Modified
6.876,12.31020737,7,Modified
6.892,20.57544708,7,Modified
6.909,36.0243721,7,Modified
6.926,54.74536514,7,Modified
6.942,71.89618683,7,Modified
6.959,83.33628082,7,Modified
6.975,87.73292542,7,Modified
6.992,85.68429565,7,Modified
7.009,80.58274841,7,Modified
7.025,77.87015533,7,Modified
7.042,81.02222443,7,Modified
7.058,87.34523773,7,Modified
7.075,89.304245,7,Modified
7.092,80.99860382,7,Modified
7.108,62.73081589,7,Modified
7.125,40.62862778,7,Modified
7.141,21.80036163,7,Modified
7.158,9.577106476,7,Modified
7.175,3.422642231,7,Modified
7.191,0.953858852,7,Modified
7.208,0.22560136,7,Modified
7.224,0.164850667,7,Modified
7.241,0.697000504,7,Modified
7.258,2.360727549,7,Modified
7.274,6.405146599,7,Modified
7.291,13.92139244,7,Modified
7.307,24.23855209,7,Modified
7.324,33.80656815,7,Modified
7.341,37.77164078,7,Modified
7.357,33.80656815,7,Modified
7.374,24.23855209,7,Modified
7.39,13.92139244,7,Modified
7.407,6.405146599,7,Modified
7.424,2.360727549,7,Modified
7.44,0.697000504,7,Modified
7.457,0.164850667,7,Modified
7.473,0,7,Modified
7.49,0.243282095,7,Modified
7.507,1.028614283,7,Modified
7.523,3.483897209,7,Modified
7.54,9.452540398,7,Modified
7.556,20.54480934,7,Modified
7.573,35.77059174,7,Modified
7.59,49.89080811,7,Modified
7.606,55.90903473,7,Modified
7.623,50.59553146,7,Modified
7.639,38.39656067,7,Modified
7.656,28.03178215,7,Modified
7.673,26.9519043,7,Modified
7.689,37.28023529,7,Modified
7.706,55.39953232,7,Modified
7.722,73.58579254,7,Modified
7.739,83.20960236,7,Modified
7.756,79.28593445,7,Modified
7.772,63.10402679,7,Modified
7.789,41.62835693,7,Modified
7.805,22.5765419,7,Modified
7.822,9.993858337,7,Modified
7.839,3.590348244,7,Modified
7.855,1.22346735,7,Modified
7.872,1.138112307,7,Modified
7.888,3.045017481,7,Modified
7.905,8.261768341,7,Modified
7.921,17.95670319,7,Modified
7.938,31.26443481,7,Modified
7.955,43.60587311,7,Modified
7.971,48.72027969,7,Modified
7.988,44.00352478,7,Modified
8.004,32.94573975,7,Modified
8.021,23.86125374,7,Modified
8.038,24.99026299,7,Modified
8.054,41.48253632,7,Modified
8.071,73.95726776,7,Modified
8.087,117.9102859,7,Modified
8.104,164.5983734,7,Modified
8.121,205.6959991,7,Modified
8.137,235.5203552,7,Modified
8.154,252.348526,7,Modified
8.17,258.0312195,7,Modified
8.187,255.2842407,7,Modified
8.204,243.9720459,7,Modified
8.22,221.326828,7,Modified
8.237,187.8700562,7,Modified
8.253,151.5380249,7,Modified
8.27,121.4401855,7,Modified
8.287,101.3873444,7,Modified
8.303,88.89608002,7,Modified
8.32,78.94714355,7,Modified
8.336,68.20536041,7,Modified
8.353,57.14555359,7,Modified
8.37,49.11942673,7,Modified
8.386,47.10752487,7,Modified
8.403,49.07871246,7,Modified
8.419,48.8638382,7,Modified
8.436,42.04620361,7,Modified
8.453,29.74691582,7,Modified
8.469,16.972229,7,Modified
8.486,8.078934669,7,Modified
8.502,4.020148754,7,Modified
8.519,4.717927933,7,Modified
8.536,10.69616127,7,Modified
8.552,22.81096458,7,Modified
8.569,39.71619797,7,Modified
8.585,55.39391708,7,Modified
8.602,61.89090729,7,Modified
8.619,55.39391708,7,Modified
8.635,39.71619797,7,Modified
8.652,22.81096458,7,Modified
8.668,10.49518394,7,Modified
8.685,3.868181705,7,Modified
8.702,1.142073631,7,Modified
8.718,0.270116866,7,Modified
8.735,0,7,Modified
8.751,0,7,Modified
8.768,0,7,Modified
8.785,0.176005334,7,Modified
8.801,0.744163215,7,Modified
8.818,2.520466805,7,Modified
8.834,6.838552475,7,Modified
8.851,14.86338711,7,Modified
8.868,26.12827873,7,Modified
8.884,37.1495018,7,Modified
8.901,43.90210342,7,Modified
8.917,45.79281998,7,Modified
8.934,46.95853806,7,Modified
8.95,51.56558609,7,Modified
8.967,58.02870941,7,Modified
8.984,59.71457291,7,Modified
9,51.93432236,7,Modified
9.017,36.87820435,7,Modified
9.033,21.07987785,7,Modified
9.05,9.891798019,7,Modified
9.067,4.390972137,7,Modified
9.083,3.820333958,7,Modified
9.1,7.751451492,7,Modified
9.116,16.30500793,7,Modified
9.133,28.38866615,7,Modified
9.15,39.59491348,7,Modified
9.166,44.23888779,7,Modified
9.183,39.59491348,7,Modified
9.199,28.38866615,7,Modified
9.216,16.30500793,7,Modified
9.233,7.690244675,7,Modified
9.249,3.561546803,7,Modified
9.266,3.514464855,7,Modified
9.282,7.513650417,7,Modified
9.299,15.91104603,7,Modified
9.316,27.70273972,7,Modified
9.332,38.63822174,7,Modified
9.349,43.16998672,7,Modified
9.365,38.9066391,7,Modified
9.382,28.8376255,7,Modified
9.399,19.754879,7,Modified
9.415,17.74969482,7,Modified
9.432,25.36550331,7,Modified
9.448,40.26281357,7,Modified
9.465,55.23364258,7,Modified
9.482,61.50132751,7,Modified
9.498,55.04523087,7,Modified
9.515,39.63473892,7,Modified
9.531,23.37997627,7,Modified
9.548,12.8426733,7,Modified
9.565,10.39230442,7,Modified
9.581,15.36778831,7,Modified
9.598,25.0493412,7,Modified
9.614,34.56303787,7,Modified
9.631,38.61683655,7,Modified
9.648,34.56303787,7,Modified
9.664,24.78092575,7,Modified
9.681,14.23290443,7,Modified
9.697,6.548471451,7,Modified
9.714,2.413552284,7,Modified
9.731,0.712596893,7,Modified
9.747,0.370955855,7,Modified
9.764,0.855831146,7,Modified
9.78,2.898684025,7,Modified
9.797,8.044387817,7,Modified
9.814,18.02692986,7,Modified
9.83,33.06859207,7,Modified
9.847,50.97636795,7,Modified
9.863,68.29478455,7,Modified
9.88,82.58409882,7,Modified
9.896,92.12654877,7,Modified
9.913,94.03528595,7,Modified
9.93,85.24456024,7,Modified
9.946,67.50302124,7,Modified
9.963,48.5825386,7,Modified
9.979,37.12712479,7,Modified
9.996,35.93094635,7,Modified
10.013,40.36481094,7,Modified
10.029,42.38665771,7,Modified
10.046,37.2930336,7,Modified
10.062,26.82900238,7,Modified
10.079,16.46353722,7,Modified
10.096,11.24788094,7,Modified
10.112,14.79212284,7,Modified
10.129,29.35387993,7,Modified
10.145,54.46031189,7,Modified
10.162,83.54711914,7,Modified
10.179,104.2828751,7,Modified
10.195,105.555275,7,Modified
10.212,86.61751556,7,Modified
10.228,57.59010315,7,Modified
10.245,31.00055313,7,Modified
10.262,13.49791622,7,Modified
10.278,4.748952866,7,Modified
10.295,1.348682165,7,Modified
10.311,0.507873237,7,Modified
10.328,1.013829589,7,Modified
10.345,3.613213062,7,Modified
10.361,10.0751543,7,Modified
10.378,22.81846809,7,Modified
10.394,42.2265625,7,Modified
10.411,64.32304382,7,Modified
10.428,81.70195007,7,Modified
10.444,87.58692169,7,Modified
10.461,81.86265564,7,Modified
10.477,71.9684906,7,Modified
10.494,68.14414215,7,Modified
10.511,75.08352661,7,Modified
10.527,86.78746796,7,Modified
10.544,91.02307129,7,Modified
10.56,80.55158234,7,Modified
10.577,60.26573944,7,Modified
10.594,42.97397614,7,Modified
10.61,39.95494461,7,Modified
10.627,53.75241852,7,Modified
10.643,77.06775665,7,Modified
10.66,96.03921509,7,Modified
10.677,98.30976105,7,Modified
10.693,81.8493042,7,Modified
10.71,55.15738678,7,Modified
10.726,30.0569725,7,Modified
10.743,13.23097992,7,Modified
10.76,4.899354935,7,Modified
10.776,2.189049482,7,Modified
10.793,3.315993547,7,Modified
10.809,8.704319954,7,Modified
10.826,20.44327927,7,Modified
10.843,39.94403076,7,Modified
10.859,66.68231964,7,Modified
10.876,97.0849762,7,Modified
10.892,125.8915405,7,Modified
10.909,147.0941772,7,Modified
10.925,155.2533875,7,Modified
10.942,147.7349701,7,Modified
10.959,126.4206314,7,Modified
10.975,96.8612442,7,Modified
10.992,65.78128052,7,Modified
11.008,38.8989296,7,Modified
11.025,19.87498474,7,Modified
11.042,9.132072449,7,Modified
11.058,5.675858021,7,Modified
11.075,8.566781044,7,Modified
11.091,17.4696312,7,Modified
11.108,31.36842918,7,Modified
11.125,47.49317551,7,Modified
11.141,61.45816422,7,Modified
11.158,71.04801941,7,Modified
11.174,77.18115234,7,Modified
11.191,82.05422211,7,Modified
11.208,86.15377808,7,Modified
11.224,86.86955261,7,Modified
11.247,80.11174774,7,Modified
11.27,64.41953278,7,Modified
11.293,43.56371307,7,Modified
11.317,24.6080761,7,Modified
11.34,12.35639381,7,Modified
11.356,8.577321053,7,Modified
11.373,13.63156319,7,Modified
11.396,27.34767342,7,Modified
11.413,47.13031387,7,Modified
11.429,65.73470306,7,Modified
11.446,73.44454193,7,Modified
11.462,65.73470306,7,Modified
11.479,47.13031387,7,Modified
11.496,27.06925774,7,Modified
11.512,12.45439816,7,Modified
11.529,4.590283871,7,Modified
11.545,1.636819005,7,Modified
11.562,1.510938644,7,Modified
11.578,4.031852245,7,Modified
11.595,11.19718647,7,Modified
11.612,24.86668968,7,Modified
11.628,45.28679276,7,Modified
11.645,68.59007263,7,Modified
11.661,89.10488129,7,Modified
11.678,103.2955399,7,Modified
11.695,110.8825378,7,Modified
11.711,111.7616425,7,Modified
11.728,104.123848,7,Modified
11.744,87.15129852,7,Modified
11.761,64.02201843,7,Modified
11.778,41.76395798,7,Modified
11.794,27.26802254,7,Modified
11.811,23.90171814,7,Modified
11.827,29.49722672,7,Modified
11.844,37.68793106,7,Modified
11.861,41.3766098,7,Modified
11.877,36.85726166,7,Modified
11.894,26.60968971,7,Modified
11.91,15.95501709,7,Modified
11.927,9.61605835,7,Modified
11.944,9.717401505,7,Modified
11.96,16.2863884,7,Modified
11.977,27.21291924,7,Modified
11.993,37.70437241,7,Modified
12.01,42.1266098,7,Modified
12.027,37.70437241,7,Modified
12.043,27.21103668,7,Modified
12.06,16.27843094,7,Modified
12.076,9.895535469,7,Modified
12.093,10.41005611,7,Modified
12.11,18.7330265,7,Modified
12.126,34.30153656,7,Modified
12.143,53.96470261,7,Modified
12.159,71.63925171,7,Modified
12.176,81.18935394,7,Modified
12.193,80.61239624,7,Modified
12.209,74.18412018,7,Modified
12.226,69.20248413,7,Modified
12.242,69.80329895,7,Modified
12.259,73.41764832,7,Modified
12.276,73.43798828,7,Modified
12.292,65.16136932,7,Modified
12.309,49.55008698,7,Modified
12.325,31.60651207,7,Modified
12.342,16.76266289,7,Modified
12.359,7.301851749,7,Modified
12.375,2.59412384,7,Modified
12.392,0.714563131,7,Modified
12.408,0.169004485,7,Modified
12.425,0,7,Modified
12.442,0,7,Modified
12.458,0,7,Modified
12.475,0.252675235,7,Modified
12.491,1.068329096,7,Modified
12.508,3.618410587,7,Modified
12.525,9.986069679,7,Modified
12.541,22.05075836,7,Modified
12.558,39.5656395,7,Modified
