Point,X(Minutes),Y(Counts),Analyte
1087,18.56,412.6225586,Ligation Product
1088,18.59,410.8305969,Ligation Product
1089,18.62,401.2031555,Ligation Product
1090,18.64,384.2375793,Ligation Product
1091,18.67,357.4750366,Ligation Product
1092,18.7,322.1936646,Ligation Product
1093,18.73,287.1194153,Ligation Product
1094,18.76,264.8809814,Ligation Product
1095,18.78,262.4266968,Ligation Product
1096,18.81,276.0663147,Ligation Product
1097,18.84,295.302124,Ligation Product
1098,18.87,310.8955994,Ligation Product
1099,18.9,317.5831909,Ligation Product
1100,18.92,311.2177124,Ligation Product
1101,18.95,287.4726563,Ligation Product
1102,18.98,246.1275635,Ligation Product
1103,19.01,199.661438,Ligation Product
1104,19.04,169.9368286,Ligation Product
1105,19.07,174.110733,Ligation Product
1106,19.09,211.3803558,Ligation Product
1107,19.12,265.4706726,Ligation Product
1108,19.15,315.5314026,Ligation Product
1109,19.18,348.1289978,Ligation Product
1110,19.21,358.1158447,Ligation Product
1111,19.23,345.4124146,Ligation Product
1112,19.26,312.9222107,Ligation Product
1113,19.29,272.6935425,Ligation Product
1114,19.32,242.966568,Ligation Product
1115,19.35,234.4715881,Ligation Product
1116,19.37,240.4397125,Ligation Product
1117,19.4,245.6455383,Ligation Product
1118,19.43,242.5139313,Ligation Product
1119,19.46,235.4191437,Ligation Product
1120,19.49,232.5784149,Ligation Product
1121,19.51,237.8735962,Ligation Product
1122,19.54,248.8091888,Ligation Product
1123,19.57,261.1953735,Ligation Product
1124,19.6,271.2539978,Ligation Product
1125,19.63,281.2240601,Ligation Product
1126,19.66,301.7481689,Ligation Product
1127,19.68,348.4938354,Ligation Product
1128,19.71,424.834198,Ligation Product
1129,19.74,509.9023438,Ligation Product
1130,19.77,566.4060059,Ligation Product
1131,19.8,567.9541016,Ligation Product
1132,19.82,517.5825806,Ligation Product
1133,19.85,442.9090271,Ligation Product
1134,19.88,376.2176514,Ligation Product
1135,19.91,332.8400574,Ligation Product
1136,19.94,305.374176,Ligation Product
1137,19.96,277.5476379,Ligation Product
1138,19.99,241.1921539,Ligation Product
1139,20.01,201.1001892,Ligation Product
1140,20.03,167.7017517,Ligation Product
1141,20.04,150.3593292,Ligation Product
1142,20.07,152.276123,Ligation Product
1143,20.09,167.923645,Ligation Product
1144,20.12,183.9836578,Ligation Product
1145,20.14,187.3414001,Ligation Product
1146,20.16,176.1899261,Ligation Product
1147,20.19,165.942627,Ligation Product
1148,20.22,180.8619537,Ligation Product
1149,20.25,242.7065887,Ligation Product
1150,20.28,370.1604004,Ligation Product
1151,20.3,592.1335449,Ligation Product
1152,20.33,938.8782349,Ligation Product
1153,20.35,1406.764038,Ligation Product
1154,20.37,1921.643921,Ligation Product
1155,20.38,2353.925537,Ligation Product
1156,20.4,2590.154541,Ligation Product
1157,20.42,2610.069824,Ligation Product
1158,20.43,2500.469482,Ligation Product
1159,20.45,2398.914551,Ligation Product
1160,20.47,2404.581055,Ligation Product
1161,20.48,2514.02002,Ligation Product
1162,20.5,2638.594482,Ligation Product
1163,20.52,2680.659668,Ligation Product
1164,20.53,2610.218262,Ligation Product
1165,20.56,2478.436279,Ligation Product
1166,20.58,2365.094238,Ligation Product
1167,20.61,2326.486084,Ligation Product
1168,20.64,2365.556641,Ligation Product
1169,20.67,2441.590576,Ligation Product
1170,20.7,2498.715088,Ligation Product
1171,20.72,2494.939209,Ligation Product
1172,20.75,2414.817627,Ligation Product
1173,20.78,2261.441406,Ligation Product
1174,20.81,2041.988403,Ligation Product
1175,20.84,1771.575195,Ligation Product
1176,20.87,1486.546265,Ligation Product
1177,20.89,1236.401367,Ligation Product
1178,20.92,1058.592163,Ligation Product
1179,20.95,950.3276978,Ligation Product
1180,20.97,875.720459,Ligation Product
1181,20.98,800.2731934,Ligation Product
1182,21,711.1567993,Ligation Product
1183,21.02,612.8306274,Ligation Product
1184,21.04,513.4553223,Ligation Product
1185,21.06,427.117981,Ligation Product
1186,21.07,374.3206177,Ligation Product
1187,21.09,366.1876831,Ligation Product
1188,21.11,395.4539795,Ligation Product
1189,21.12,439.9872131,Ligation Product
1190,21.14,477.0678711,Ligation Product
1191,21.16,495.0307007,Ligation Product
1192,21.17,495.770874,Ligation Product
1193,21.19,487.8196411,Ligation Product
1194,21.21,476.5958557,Ligation Product
1195,21.22,463.6683044,Ligation Product
1196,21.24,450.682373,Ligation Product
1197,21.26,443.5658569,Ligation Product
1198,21.27,451.3088074,Ligation Product
1199,21.29,478.658783,Ligation Product
1200,21.31,520.4784546,Ligation Product
1201,21.32,561.2689209,Ligation Product
1202,21.34,584.0917969,Ligation Product
1203,21.36,579.8190918,Ligation Product
1204,21.37,551.1789551,Ligation Product
1205,21.39,509.208313,Ligation Product
1206,21.41,469.2813416,Ligation Product
1207,21.42,449.0108948,Ligation Product
1208,21.44,462.7362366,Ligation Product
1209,21.45,513.0618286,Ligation Product
1210,21.47,586.8261108,Ligation Product
1211,21.49,664.1183472,Ligation Product
1212,21.5,726.4384155,Ligation Product
1213,21.52,760.2678833,Ligation Product
1214,21.54,757.9052124,Ligation Product
1215,21.55,718.3564453,Ligation Product
1216,21.57,655.4049072,Ligation Product
1217,21.59,596.2492065,Ligation Product
1218,21.6,566.0334473,Ligation Product
1219,21.62,571.7850342,Ligation Product
1220,21.64,600.0893555,Ligation Product
1221,21.65,632.7212524,Ligation Product
1222,21.67,656.8602905,Ligation Product
1223,21.69,665.5772705,Ligation Product
1224,21.7,652.8886108,Ligation Product
1225,21.72,617.2103882,Ligation Product
1226,21.74,567.0224609,Ligation Product
1227,21.75,518.6584473,Ligation Product
1228,21.77,485.4542236,Ligation Product
1229,21.79,471.7713318,Ligation Product
1230,21.8,474.4389648,Ligation Product
1231,21.82,483.9022827,Ligation Product
1232,21.84,486.636261,Ligation Product
1233,21.85,470.7535095,Ligation Product
1234,21.87,432.7688599,Ligation Product
1235,21.89,379.277832,Ligation Product
1236,21.9,320.9322205,Ligation Product
1237,21.92,267.875885,Ligation Product
1238,21.94,227.8996887,Ligation Product
1239,21.95,206.851532,Ligation Product
1240,21.97,207.7874451,Ligation Product
1241,21.99,227.4902954,Ligation Product
1242,22,255.9625244,Ligation Product
1243,22.02,281.1651001,Ligation Product
1244,22.04,297.9515991,Ligation Product
1245,22.05,308.9318237,Ligation Product
1246,22.07,317.3197632,Ligation Product
1247,22.09,321.6277771,Ligation Product
1248,22.1,318.4284363,Ligation Product
1249,22.12,306.5369263,Ligation Product
1250,22.14,289.1347656,Ligation Product
1251,22.15,273.5125732,Ligation Product
1252,22.17,266.3208008,Ligation Product
1253,22.19,270.4413147,Ligation Product
1254,22.2,282.0576477,Ligation Product
1255,22.22,288.9953918,Ligation Product
1256,22.24,278.3440552,Ligation Product
1257,22.25,248.9239349,Ligation Product
1258,22.27,215.5748444,Ligation Product
1259,22.29,194.5456696,Ligation Product
1260,22.3,188.9102173,Ligation Product
1261,22.32,193.1602173,Ligation Product
1262,22.33,204.8635559,Ligation Product
1263,22.35,226.5178223,Ligation Product
1264,22.37,256.9209595,Ligation Product
1265,22.38,285.7836609,Ligation Product
1266,22.4,298.8121643,Ligation Product
1267,22.42,289.5588989,Ligation Product
1268,22.43,262.2894897,Ligation Product
1269,22.45,228.2451019,Ligation Product
1270,22.47,197.2840271,Ligation Product
1271,22.48,173.6324768,Ligation Product
1272,22.5,157.1429138,Ligation Product
1273,22.52,146.478241,Ligation Product
1274,22.53,141.6852875,Ligation Product
1275,22.55,142.0835114,Ligation Product
1276,22.57,143.2107086,Ligation Product
1277,22.58,139.4285126,Ligation Product
1278,22.6,128.6880035,Ligation Product
1279,22.62,116.4302826,Ligation Product
1280,22.63,113.9262772,Ligation Product
1281,22.65,131.6201324,Ligation Product
1282,22.67,170.7210388,Ligation Product
1283,22.68,220.5842896,Ligation Product
1284,22.7,264.5102844,Ligation Product
1285,22.72,289.173645,Ligation Product
1286,22.73,289.7141724,Ligation Product
1287,22.75,269.7719421,Ligation Product
1288,22.77,239.7816315,Ligation Product
1289,22.78,212.8665314,Ligation Product
1290,22.8,198.1388855,Ligation Product
1291,22.82,196.4864044,Ligation Product
1292,22.84,201.4082794,Ligation Product
1293,22.86,205.7534637,Ligation Product
1294,22.87,219,Ligation Product
1295,22.89,0,Ligation Product
1296,22.91,489.6160889,Ligation Product
1297,22.92,0,Ligation Product
1298,22.94,278.4134521,Ligation Product
1299,22.96,232.383194,Ligation Product
1300,22.97,504.4362183,Ligation Product
1301,22.99,225.1349487,Ligation Product
